#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               -1.0 C
#  Switchcard temperature:              24.4 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
1.70000E+02	1.70004E+02	1.24000E+02	8.95219E+04	1.19456E+01	-4.24510E+04	2.25323E+01	7.49829E+01	-4.73456E-09
1.70000E+02	1.70004E+02	1.25000E+02	9.09522E+04	1.71282E+01	-4.37103E+04	2.00315E+01	7.28226E+01	-5.74010E-09
1.70000E+02	1.70004E+02	1.26000E+02	8.92428E+04	2.72806E+01	-4.28067E+04	1.20520E+01	7.43599E+01	-5.86212E-09
1.70000E+02	1.70004E+02	1.27000E+02	8.85846E+04	1.58153E+01	-4.14703E+04	2.48773E+01	7.67561E+01	-4.93071E-09
1.70000E+02	1.70004E+02	1.28000E+02	9.13850E+04	2.26208E+01	-4.42529E+04	1.61864E+01	7.19297E+01	-5.12241E-09
1.70000E+02	1.70004E+02	1.29000E+02	9.16493E+04	2.12336E+01	-4.43610E+04	1.93978E+01	7.17545E+01	-5.15869E-09
1.70000E+02	1.70004E+02	1.30000E+02	8.99910E+04	2.15628E+01	-4.24518E+04	2.28557E+01	7.49816E+01	-3.37211E-09
1.70000E+02	1.70004E+02	1.31000E+02	8.88717E+04	9.29680E+00	-4.19434E+04	1.68075E+01	7.58903E+01	-3.88889E-09
1.70000E+02	1.70004E+02	1.32000E+02	8.99103E+04	1.28411E+01	-4.29341E+04	2.01362E+01	7.41392E+01	-5.24245E-09
1.70000E+02	1.70004E+02	1.33000E+02	9.08135E+04	2.12641E+01	-4.33372E+04	8.55322E+00	7.34495E+01	-2.97699E-09
1.70000E+02	1.70004E+02	1.34000E+02	9.52583E+04	2.24004E+01	-4.74671E+04	2.16265E+01	6.70591E+01	-8.12515E-11
1.70000E+02	1.70004E+02	1.35000E+02	8.97006E+04	1.80369E+01	-4.26212E+04	1.79577E+01	7.46834E+01	2.83225E-09
1.70000E+02	1.70004E+02	1.36000E+02	9.58774E+04	1.90183E+01	-4.91204E+04	1.75632E+01	6.48020E+01	-3.97099E-09
1.70000E+02	1.70004E+02	1.37000E+02	9.57096E+04	2.19807E+01	-4.89513E+04	2.50790E+01	6.50258E+01	-3.35744E-09
1.70000E+02	1.70004E+02	1.38000E+02	9.71215E+04	1.44079E+01	-4.99917E+04	2.99217E+01	6.36725E+01	-4.57599E-09
1.70000E+02	1.70004E+02	1.39000E+02	9.08882E+04	8.23591E+01	-4.51139E+04	3.50253E+01	7.05570E+01	-2.20633E-09
1.70000E+02	1.70004E+02	1.40000E+02	8.48561E+04	1.29361E+01	-3.97299E+04	1.64540E+01	8.01184E+01	-4.03275E-09
1.70000E+02	1.70004E+02	1.41000E+02	7.64922E+04	1.36118E+01	-3.06852E+04	1.04498E+01	1.03734E+02	-1.64853E-09
1.70000E+02	1.70004E+02	1.42000E+02	6.67794E+04	8.28744E+00	-1.74002E+04	1.09906E+01	1.82934E+02	-4.07865E-09
1.70000E+02	1.70004E+02	1.43000E+02	5.92083E+04	4.24292E+00	-2.80445E+03	4.97140E+00	1.13502E+03	-1.54189E-09
1.70000E+02	1.70004E+02	1.44000E+02	6.24770E+04	5.78840E+00	-9.15645E+03	5.11651E+00	3.47635E+02	-4.27208E-09
1.80000E+02	1.79998E+02	1.00000E+00	1.00207E+05	4.07156E+01	-5.16703E+04	2.90266E+01	6.16041E+01	6.65843E-09
1.80000E+02	1.79997E+02	2.00000E+00	9.90432E+04	3.06638E+01	-5.05891E+04	2.70173E+01	6.29206E+01	1.21582E-08
1.80000E+02	1.79998E+02	3.00000E+00	9.75097E+04	1.94122E+01	-4.97809E+04	1.99895E+01	6.39422E+01	5.31723E-09
1.80000E+02	1.79998E+02	4.00000E+00	9.44247E+04	2.48041E+01	-4.71664E+04	1.75859E+01	6.74865E+01	9.02180E-10
1.80000E+02	1.79998E+02	5.00000E+00	1.00639E+05	3.95039E+01	-5.18131E+04	2.22799E+01	6.14343E+01	1.14967E-08
1.80000E+02	1.79998E+02	6.00000E+00	1.00185E+05	1.88637E+01	-5.14244E+04	2.84662E+01	6.18987E+01	1.38557E-09
1.80000E+02	1.79998E+02	7.00000E+00	9.92683E+04	2.52900E+01	-5.10205E+04	2.65616E+01	6.23887E+01	4.10459E-09
1.80000E+02	1.79998E+02	8.00000E+00	9.65452E+04	1.57626E+01	-4.91587E+04	3.43408E+01	6.47515E+01	1.67412E-09
1.80000E+02	1.79998E+02	9.00000E+00	9.63575E+04	8.83253E+00	-4.89661E+04	1.58242E+01	6.50061E+01	3.84176E-09
1.80000E+02	1.79998E+02	1.00000E+01	9.61975E+04	1.30397E+01	-4.84119E+04	2.25680E+01	6.57504E+01	1.32311E-10
1.80000E+02	1.79998E+02	1.10000E+01	9.45909E+04	1.62696E+01	-4.71233E+04	2.06686E+01	6.75483E+01	2.68666E-09
1.80000E+02	1.79998E+02	1.20000E+01	9.45847E+04	1.28122E+01	-4.72317E+04	2.58072E+01	6.73932E+01	1.68443E-09
1.80000E+02	1.79998E+02	1.30000E+01	9.59427E+04	1.59028E+01	-4.83295E+04	2.20726E+01	6.58624E+01	8.13935E-09
1.80000E+02	1.79998E+02	1.40000E+01	9.56624E+04	2.52998E+01	-4.83667E+04	1.37418E+01	6.58118E+01	-2.40560E-09
1.80000E+02	1.79998E+02	1.50000E+01	9.66814E+04	2.63100E+01	-4.91802E+04	2.13853E+01	6.47232E+01	3.51137E-09
1.80000E+02	1.79998E+02	1.60000E+01	9.13751E+04	1.33463E+01	-4.52873E+04	2.81839E+01	7.02868E+01	4.18264E-09
1.80000E+02	1.79998E+02	1.70000E+01	9.32494E+04	2.15032E+01	-4.65989E+04	1.38769E+01	6.83085E+01	3.30237E-09
1.80000E+02	1.79998E+02	1.80000E+01	9.84737E+04	2.51887E+01	-5.05389E+04	2.16049E+01	6.29831E+01	2.62142E-10
1.80000E+02	1.79998E+02	1.90000E+01	9.60916E+04	2.09218E+01	-4.86189E+04	1.46830E+01	6.54704E+01	5.33783E-09
1.80000E+02	1.79998E+02	2.00000E+01	9.34915E+04	1.81345E+01	-4.62660E+04	2.08734E+01	6.87999E+01	1.51170E-09
1.80000E+02	1.79998E+02	2.10000E+01	1.00599E+05	3.20087E+01	-5.17778E+04	1.75788E+01	6.14762E+01	-2.35924E-09
1.80000E+02	1.79998E+02	2.20000E+01	9.50934E+04	1.57732E+01	-4.74760E+04	1.36289E+01	6.70465E+01	3.29759E-09
1.80000E+02	1.79998E+02	2.30000E+01	9.41734E+04	1.52494E+01	-4.69326E+04	1.58625E+01	6.78227E+01	4.91264E-09
1.80000E+02	1.79998E+02	2.40000E+01	9.36769E+04	2.25455E+01	-4.68348E+04	1.78166E+01	6.79645E+01	1.50134E-09
1.80000E+02	1.79998E+02	2.50000E+01	9.25610E+04	2.11991E+01	-4.60814E+04	1.03598E+01	6.90756E+01	-1.10709E-09
1.80000E+02	1.79998E+02	2.60000E+01	9.50107E+04	2.12283E+01	-4.81661E+04	2.55823E+01	6.60859E+01	4.30758E-09
1.80000E+02	1.79998E+02	2.70000E+01	9.17357E+04	1.91435E+01	-4.55082E+04	1.93996E+01	6.99457E+01	-2.76897E-09
1.80000E+02	1.79998E+02	2.80000E+01	9.45055E+04	2.31754E+01	-4.74776E+04	1.80832E+01	6.70443E+01	-1.85297E-09
1.80000E+02	1.79998E+02	2.90000E+01	9.50325E+04	2.20953E+01	-4.79969E+04	1.42247E+01	6.63188E+01	1.24020E-09
1.80000E+02	1.79998E+02	3.00000E+01	9.45198E+04	2.83196E+01	-4.75763E+04	2.82538E+01	6.69052E+01	6.87167E-09
1.80000E+02	1.79998E+02	3.10000E+01	9.86181E+04	2.25346E+01	-5.02995E+04	1.71780E+01	6.32829E+01	6.00397E-09
1.80000E+02	1.79998E+02	3.20000E+01	9.30492E+04	1.83006E+01	-4.58307E+04	1.99113E+01	6.94534E+01	1.15675E-09
1.80000E+02	1.79998E+02	3.30000E+01	9.50944E+04	2.38455E+01	-4.74803E+04	1.89098E+01	6.70404E+01	-4.43356E-09
1.80000E+02	1.79998E+02	3.40000E+01	9.38221E+04	2.15246E+01	-4.65559E+04	2.19346E+01	6.83715E+01	-1.97263E-09
1.80000E+02	1.79998E+02	3.50000E+01	9.41480E+04	1.93382E+01	-4.70792E+04	1.12200E+01	6.76116E+01	-1.93116E-09
1.80000E+02	1.79998E+02	3.60000E+01	9.57747E+04	2.59005E+01	-4.85305E+04	1.17203E+01	6.55897E+01	1.29108E-10
1.80000E+02	1.79998E+02	3.70000E+01	9.06007E+04	2.18744E+01	-4.43413E+04	2.14852E+01	7.17863E+01	-2.15055E-10
1.80000E+02	1.79998E+02	3.80000E+01	9.37511E+04	1.27481E+01	-4.70360E+04	2.27687E+01	6.76736E+01	8.02168E-10
1.80000E+02	1.79998E+02	3.90000E+01	9.24467E+04	2.82073E+01	-4.60997E+04	1.86569E+01	6.90481E+01	1.70083E-09
1.80000E+02	1.79998E+02	4.00000E+01	9.14818E+04	2.36739E+01	-4.49204E+04	1.70936E+01	7.08608E+01	-7.13970E-10
1.80000E+02	1.79998E+02	4.10000E+01	9.63555E+04	1.35351E+01	-4.88034E+04	1.46449E+01	6.52229E+01	4.82913E-09
1.80000E+02	1.79998E+02	4.20000E+01	9.44739E+04	2.12380E+01	-4.73257E+04	2.69254E+01	6.72594E+01	-6.19354E-10
1.80000E+02	1.79998E+02	4.30000E+01	9.29468E+04	1.54032E+01	-4.57635E+04	2.04781E+01	6.95554E+01	-3.22937E-09
1.80000E+02	1.79997E+02	4.40000E+01	9.73141E+04	9.16441E+00	-4.89859E+04	1.38568E+01	6.49799E+01	-2.26947E-10
1.80000E+02	1.79998E+02	4.50000E+01	9.79848E+04	2.53664E+01	-4.97123E+04	1.76919E+01	6.40304E+01	-3.39575E-09
1.80000E+02	1.79998E+02	4.60000E+01	9.33765E+04	2.04068E+01	-4.60398E+04	2.89438E+01	6.91379E+01	-5.29904E-10
1.80000E+02	1.79999E+02	4.70000E+01	9.24163E+04	1.91183E+01	-4.56602E+04	2.35328E+01	6.97127E+01	-3.86608E-09
1.80000E+02	1.79998E+02	4.80000E+01	9.11824E+04	1.69212E+01	-4.47205E+04	8.60386E+00	7.11777E+01	-1.66298E-09
1.80000E+02	1.79998E+02	4.90000E+01	8.94621E+04	2.97053E+01	-4.35540E+04	1.27415E+01	7.30839E+01	-5.40543E-09
1.80000E+02	1.79998E+02	5.00000E+01	9.06902E+04	2.01503E+01	-4.45963E+04	2.23924E+01	7.13759E+01	3.29922E-09
1.80000E+02	1.79998E+02	5.10000E+01	9.41614E+04	2.10154E+01	-4.72133E+04	2.28957E+01	6.74196E+01	-1.05645E-10
1.80000E+02	1.79998E+02	5.20000E+01	8.97326E+04	3.08395E+01	-4.35622E+04	1.67685E+01	7.30702E+01	-1.84894E-09
1.80000E+02	1.79998E+02	5.30000E+01	1.98000E+37	3.96000E+37	1.98000E+37	3.96000E+37	-1.60763E-31	-3.06588E-09
1.80000E+02	1.79998E+02	5.40000E+01	9.55099E+04	7.01016E+00	-4.76578E+04	1.33379E+01	6.67907E+01	-4.14143E-09
1.80000E+02	1.79998E+02	5.50000E+01	9.30971E+04	1.51609E+01	-4.56662E+04	2.15893E+01	6.97036E+01	3.73064E-09
1.80000E+02	1.79998E+02	5.60000E+01	9.21914E+04	1.48859E+01	-4.48924E+04	1.34742E+01	7.09051E+01	-3.60842E-10
1.80000E+02	1.79998E+02	5.70000E+01	9.69252E+04	2.24595E+01	-4.89466E+04	9.13004E+00	6.50320E+01	-3.03240E-09
1.80000E+02	1.79998E+02	5.80000E+01	9.12480E+04	2.13896E+01	-4.45578E+04	1.05205E+01	7.14375E+01	5.04736E-10
1.80000E+02	1.79998E+02	5.90000E+01	9.06070E+04	6.56366E+00	-4.42458E+04	2.31951E+01	7.19412E+01	3.95290E-09
1.80000E+02	1.79998E+02	6.00000E+01	8.90885E+04	1.83546E+01	-4.30687E+04	1.73450E+01	7.39075E+01	1.18366E-09
1.80000E+02	1.79998E+02	6.10000E+01	9.08914E+04	2.01350E+01	-4.45098E+04	1.62381E+01	7.15146E+01	2.63029E-09
1.80000E+02	1.79998E+02	6.20000E+01	9.31679E+04	2.44390E+01	-4.67213E+04	1.55223E+01	6.81295E+01	-1.34862E-10
1.80000E+02	1.79997E+02	6.30000E+01	9.14950E+04	2.65901E+01	-4.50612E+04	1.61081E+01	7.06395E+01	-3.84896E-09
1.80000E+02	1.79998E+02	6.40000E+01	9.22411E+04	2.31052E+01	-4.52154E+04	1.97643E+01	7.03986E+01	-3.82430E-10
1.80000E+02	1.79998E+02	6.50000E+01	9.28707E+04	1.41089E+01	-4.57540E+04	8.62939E+00	6.95699E+01	4.71470E-09
1.80000E+02	1.79998E+02	6.60000E+01	9.19806E+04	2.35491E+01	-4.48514E+04	1.16641E+01	7.09699E+01	2.55950E-09
1.80000E+02	1.79998E+02	6.70000E+01	9.23419E+04	2.27693E+01	-4.49651E+04	2.28653E+01	7.07904E+01	-1.68742E-09
1.80000E+02	1.79998E+02	6.80000E+01	9.69596E+04	8.83982E+00	-4.88415E+04	2.42530E+01	6.51721E+01	-7.56124E-10
1.80000E+02	1.79997E+02	6.90000E+01	9.27975E+04	1.26187E+01	-4.54105E+04	2.17603E+01	7.00960E+01	5.27190E-09
1.80000E+02	1.79998E+02	7.00000E+01	9.01760E+04	1.45036E+01	-4.36984E+04	2.07435E+01	7.28425E+01	1.60007E-09
1.80000E+02	1.79998E+02	7.10000E+01	9.00401E+04	1.90131E+01	-4.37774E+04	1.94979E+01	7.27111E+01	3.05181E-09
1.80000E+02	1.79997E+02	7.20000E+01	9.02313E+04	2.47073E+01	-4.38880E+04	2.20121E+01	7.25278E+01	-6.38261E-09
1.80000E+02	1.79998E+02	7.30000E+01	8.94970E+04	9.84735E+00	-4.35344E+04	2.17217E+01	7.31169E+01	-4.87721E-09
1.80000E+02	1.79998E+02	7.40000E+01	8.99960E+04	2.08486E+01	-4.37617E+04	1.20163E+01	7.27372E+01	-6.11818E-09
1.80000E+02	1.79998E+02	7.50000E+01	9.16333E+04	1.03872E+01	-4.49425E+04	1.69625E+01	7.08261E+01	4.69473E-10
1.80000E+02	1.79998E+02	7.60000E+01	9.09540E+04	1.60405E+01	-4.43060E+04	1.41452E+01	7.18435E+01	-2.33063E-09
1.80000E+02	1.79998E+02	7.70000E+01	9.43122E+04	1.91682E+01	-4.65362E+04	9.10898E+00	6.84005E+01	-4.50503E-10
1.80000E+02	1.79998E+02	7.80000E+01	9.52193E+04	2.44383E+01	-4.74704E+04	1.43190E+01	6.70544E+01	-1.19397E-09
1.80000E+02	1.79998E+02	7.90000E+01	9.46151E+04	1.96858E+01	-4.69333E+04	2.02343E+01	6.78218E+01	-3.23951E-09
1.80000E+02	1.79998E+02	8.00000E+01	9.46066E+04	1.19964E+01	-4.69305E+04	2.32972E+01	6.78259E+01	3.46572E-09
1.80000E+02	1.79997E+02	8.10000E+01	9.32726E+04	1.82375E+01	-4.58818E+04	2.03607E+01	6.93761E+01	-4.24767E-09
1.80000E+02	1.79997E+02	8.20000E+01	9.02526E+04	2.27274E+01	-4.37345E+04	1.25088E+01	7.27823E+01	-5.42410E-09
1.80000E+02	1.79998E+02	8.30000E+01	8.87404E+04	2.35041E+01	-4.28325E+04	1.83217E+01	7.43150E+01	-6.10011E-09
1.80000E+02	1.79997E+02	8.40000E+01	8.81350E+04	2.34271E+01	-4.21168E+04	1.17306E+01	7.55779E+01	2.92406E-09
1.80000E+02	1.79998E+02	8.50000E+01	8.85107E+04	2.19235E+00	-4.26511E+04	1.99067E+01	7.46312E+01	-2.72396E-09
1.80000E+02	1.79997E+02	8.60000E+01	8.91328E+04	1.31687E+01	-4.29262E+04	1.63777E+01	7.41528E+01	1.51799E-09
1.80000E+02	1.79998E+02	8.70000E+01	8.97617E+04	1.41322E+01	-4.31824E+04	1.72155E+01	7.37128E+01	-3.24546E-09
1.80000E+02	1.79998E+02	8.80000E+01	9.27307E+04	2.24266E+01	-4.52836E+04	1.88528E+01	7.02926E+01	3.96945E-09
1.80000E+02	1.79998E+02	8.90000E+01	9.32666E+04	1.42712E+01	-4.56276E+04	1.63835E+01	6.97625E+01	1.87817E-09
1.80000E+02	1.79998E+02	9.00000E+01	9.15335E+04	1.54484E+01	-4.44680E+04	2.09389E+01	7.15817E+01	-3.60195E-09
1.80000E+02	1.79997E+02	9.10000E+01	9.07594E+04	2.92163E+01	-4.35439E+04	8.90649E+00	7.31009E+01	3.44304E-09
1.80000E+02	1.79997E+02	9.20000E+01	9.30616E+04	1.89529E+01	-4.57403E+04	2.33545E+01	6.95906E+01	-3.96642E-09
1.80000E+02	1.79998E+02	9.30000E+01	8.93498E+04	1.96128E+01	-4.29631E+04	2.34912E+01	7.40892E+01	-5.13100E-09
1.80000E+02	1.79998E+02	9.40000E+01	9.09190E+04	3.29561E+01	-4.40772E+04	2.74394E+01	7.22164E+01	-2.97657E-09
1.80000E+02	1.79997E+02	9.50000E+01	8.85491E+04	1.43923E+01	-4.23763E+04	7.39800E+00	7.51151E+01	-2.41351E-09
1.80000E+02	1.79997E+02	9.60000E+01	8.96398E+04	2.32634E+01	-4.32792E+04	9.75705E+00	7.35480E+01	-2.94224E-09
1.80000E+02	1.79998E+02	9.70000E+01	8.89992E+04	1.16532E+01	-4.28492E+04	1.78105E+01	7.42860E+01	4.12290E-09
1.80000E+02	1.79998E+02	9.80000E+01	8.93804E+04	2.10467E+01	-4.29235E+04	1.10072E+01	7.41574E+01	-1.84692E-09
1.80000E+02	1.79998E+02	9.90000E+01	8.95877E+04	5.06818E+00	-4.29059E+04	1.92363E+01	7.41879E+01	3.54338E-09
1.80000E+02	1.79998E+02	1.00000E+02	9.20902E+04	1.66855E+01	-4.49628E+04	2.54357E+01	7.07941E+01	-7.38260E-11
1.80000E+02	1.79997E+02	1.01000E+02	9.24555E+04	1.09347E+01	-4.49378E+04	2.48184E+01	7.08334E+01	3.56542E-09
1.80000E+02	1.79997E+02	1.02000E+02	9.25199E+04	2.34085E+01	-4.48590E+04	2.00500E+01	7.09579E+01	-1.15816E-09
1.80000E+02	1.79997E+02	1.03000E+02	9.33738E+04	9.97008E+00	-4.58986E+04	1.88517E+01	6.93507E+01	8.10529E-10
1.80000E+02	1.79998E+02	1.04000E+02	9.12092E+04	1.99122E+01	-4.40440E+04	1.72202E+01	7.22708E+01	-3.18922E-09
1.80000E+02	1.79998E+02	1.05000E+02	8.87432E+04	8.83697E+00	-4.22473E+04	1.25772E+01	7.53444E+01	-2.15395E-09
1.80000E+02	1.79997E+02	1.06000E+02	8.80649E+04	8.77405E+00	-4.20893E+04	1.60474E+01	7.56273E+01	1.06565E-09
1.80000E+02	1.79997E+02	1.07000E+02	8.96143E+04	1.27544E+01	-4.34426E+04	1.18626E+01	7.32714E+01	-2.89545E-09
1.80000E+02	1.79997E+02	1.08000E+02	8.91183E+04	1.87002E+01	-4.27300E+04	2.26574E+01	7.44933E+01	1.12124E-09
1.80000E+02	1.79997E+02	1.09000E+02	8.75515E+04	1.72977E+01	-4.14306E+04	3.01752E+01	7.68296E+01	-2.95602E-09
1.80000E+02	1.79997E+02	1.10000E+02	8.85636E+04	2.26395E+01	-4.20374E+04	1.26108E+01	7.57206E+01	1.52237E-09
1.80000E+02	1.79997E+02	1.11000E+02	9.06528E+04	8.16495E+00	-4.37002E+04	1.82694E+01	7.28395E+01	-1.94063E-09
1.80000E+02	1.79997E+02	1.12000E+02	9.23705E+04	1.79872E+01	-4.51220E+04	1.96291E+01	7.05443E+01	2.40412E-09
1.80000E+02	1.79997E+02	1.13000E+02	9.10603E+04	2.76216E+01	-4.36282E+04	1.21188E+01	7.29596E+01	2.18525E-10
1.80000E+02	1.79997E+02	1.14000E+02	9.23672E+04	1.68566E+01	-4.46135E+04	1.69294E+01	7.13484E+01	-3.46564E-09
1.80000E+02	1.79997E+02	1.15000E+02	9.04437E+04	2.00290E+01	-4.35511E+04	2.51517E+01	7.30889E+01	-2.77446E-09
1.80000E+02	1.79997E+02	1.16000E+02	8.93835E+04	1.63714E+01	-4.29142E+04	1.47713E+01	7.41735E+01	-6.24066E-09
1.80000E+02	1.79997E+02	1.17000E+02	8.98344E+04	1.05850E+01	-4.31435E+04	8.61756E+00	7.37794E+01	-7.14285E-10
1.80000E+02	1.79997E+02	1.18000E+02	8.77485E+04	2.07997E+01	-4.19273E+04	1.77805E+01	7.59194E+01	1.96213E-09
1.80000E+02	1.79997E+02	1.19000E+02	8.83953E+04	1.76697E+01	-4.17406E+04	1.46991E+01	7.62591E+01	-7.20591E-10
1.80000E+02	1.79998E+02	1.20000E+02	8.68752E+04	1.47774E+01	-4.06595E+04	1.18640E+01	7.82866E+01	2.39273E-09
1.80000E+02	1.79997E+02	1.21000E+02	8.99785E+04	2.11578E+01	-4.27485E+04	1.82631E+01	7.44610E+01	8.90299E-11
1.80000E+02	1.79997E+02	1.22000E+02	8.82022E+04	1.37363E+01	-4.15543E+04	2.13906E+01	7.66010E+01	-4.39174E-10
1.80000E+02	1.79997E+02	1.23000E+02	9.16297E+04	1.61778E+01	-4.44170E+04	1.88212E+01	7.16639E+01	1.36869E-10
1.80000E+02	1.79997E+02	1.24000E+02	8.95231E+04	1.60677E+01	-4.24457E+04	1.16345E+01	7.49922E+01	-4.77801E-10
1.80000E+02	1.79997E+02	1.25000E+02	9.09578E+04	2.13180E+01	-4.37105E+04	2.19446E+01	7.28223E+01	-7.77994E-10
1.80000E+02	1.79997E+02	1.26000E+02	8.92590E+04	2.51643E+01	-4.28089E+04	1.13495E+01	7.43560E+01	2.48413E-09
1.80000E+02	1.79997E+02	1.27000E+02	8.85861E+04	2.21808E+01	-4.14646E+04	1.21309E+01	7.67667E+01	6.95328E-10
1.80000E+02	1.79997E+02	1.28000E+02	9.13798E+04	2.21668E+01	-4.42374E+04	1.49622E+01	7.19549E+01	-2.52990E-10
1.80000E+02	1.79997E+02	1.29000E+02	9.16525E+04	7.28247E+00	-4.43814E+04	1.99009E+01	7.17215E+01	-6.06160E-10
1.80000E+02	1.79997E+02	1.30000E+02	8.99738E+04	1.95650E+01	-4.24621E+04	2.43959E+01	7.49633E+01	-4.39560E-09
1.80000E+02	1.79998E+02	1.31000E+02	8.88724E+04	2.43734E+01	-4.19500E+04	1.25929E+01	7.58784E+01	1.82779E-09
1.80000E+02	1.79997E+02	1.32000E+02	8.99052E+04	2.79203E+01	-4.29349E+04	1.01227E+01	7.41378E+01	-2.74014E-09
1.80000E+02	1.79997E+02	1.33000E+02	9.08082E+04	2.44055E+01	-4.33382E+04	7.82493E+00	7.34478E+01	3.14878E-09
1.80000E+02	1.79997E+02	1.34000E+02	9.52529E+04	2.10705E+01	-4.74707E+04	1.84047E+01	6.70540E+01	1.81410E-09
1.80000E+02	1.79997E+02	1.35000E+02	8.96872E+04	1.88089E+01	-4.26238E+04	2.16586E+01	7.46789E+01	-3.11570E-09
1.80000E+02	1.79997E+02	1.36000E+02	9.58467E+04	1.32916E+01	-4.91237E+04	2.53196E+01	6.47976E+01	-3.63643E-09
1.80000E+02	1.79997E+02	1.37000E+02	9.57092E+04	1.99108E+01	-4.89794E+04	3.34020E+01	6.49886E+01	2.99385E-09
1.80000E+02	1.79997E+02	1.38000E+02	9.71057E+04	7.30244E+00	-5.00021E+04	1.68149E+01	6.36593E+01	1.86661E-09
1.80000E+02	1.79998E+02	1.39000E+02	9.08131E+04	1.15030E+01	-4.50984E+04	1.08730E+01	7.05812E+01	-3.83354E-09
1.80000E+02	1.79997E+02	1.40000E+02	8.48702E+04	1.67955E+01	-3.97358E+04	1.28653E+01	8.01066E+01	-4.84618E-09
1.80000E+02	1.79997E+02	1.41000E+02	7.64876E+04	1.51913E+01	-3.06991E+04	1.04201E+01	1.03687E+02	3.14436E-09
1.80000E+02	1.79997E+02	1.42000E+02	6.67769E+04	5.83013E+00	-1.74083E+04	3.79547E+00	1.82849E+02	-2.86968E-10
1.80000E+02	1.79997E+02	1.43000E+02	5.92081E+04	6.69686E+00	-2.80933E+03	6.61723E+00	1.13304E+03	4.35309E-09
1.80000E+02	1.79997E+02	1.44000E+02	6.24701E+04	7.64215E+00	-9.16887E+03	5.49300E+00	3.47164E+02	3.97851E-10
1.90000E+02	1.89987E+02	1.00000E+00	1.00192E+05	2.54684E+01	-5.16646E+04	9.21889E+00	6.16108E+01	1.14028E-08
1.90000E+02	1.89986E+02	2.00000E+00	9.90124E+04	2.60013E+01	-5.05979E+04	1.73568E+01	6.29098E+01	7.65069E-09
1.90000E+02	1.89987E+02	3.00000E+00	9.75341E+04	2.69999E+01	-4.97895E+04	2.63838E+01	6.39311E+01	6.20838E-09
1.90000E+02	1.89986E+02	4.00000E+00	9.44382E+04	1.47482E+01	-4.71807E+04	3.05515E+01	6.74661E+01	3.34266E-09
1.90000E+02	1.89987E+02	5.00000E+00	1.00632E+05	2.78525E+01	-5.17916E+04	2.66913E+01	6.14597E+01	1.18980E-08
1.90000E+02	1.89987E+02	6.00000E+00	1.00159E+05	1.96204E+01	-5.14370E+04	3.43628E+01	6.18835E+01	2.28116E-09
1.90000E+02	1.89986E+02	7.00000E+00	9.92441E+04	3.23691E+00	-5.10098E+04	2.82795E+01	6.24017E+01	3.42994E-10
1.90000E+02	1.89986E+02	8.00000E+00	9.65508E+04	1.94870E+01	-4.91569E+04	1.98124E+01	6.47539E+01	1.12015E-08
1.90000E+02	1.89986E+02	9.00000E+00	9.63414E+04	1.04299E+01	-4.89560E+04	7.45456E+00	6.50195E+01	3.50195E-09
1.90000E+02	1.89986E+02	1.00000E+01	9.61675E+04	2.02374E+01	-4.84400E+04	1.23623E+01	6.57121E+01	2.13400E-10
1.90000E+02	1.89986E+02	1.10000E+01	9.45927E+04	2.03068E+01	-4.71276E+04	2.00154E+01	6.75421E+01	-2.52443E-09
1.90000E+02	1.89986E+02	1.20000E+01	9.46030E+04	2.65071E+01	-4.72296E+04	1.57027E+01	6.73962E+01	3.71203E-09
1.90000E+02	1.89987E+02	1.30000E+01	9.59655E+04	2.30503E+01	-4.83412E+04	1.24814E+01	6.58466E+01	2.52794E-09
1.90000E+02	1.89987E+02	1.40000E+01	9.56740E+04	2.34092E+01	-4.83739E+04	1.87169E+01	6.58020E+01	-5.71663E-10
1.90000E+02	1.89987E+02	1.50000E+01	9.67133E+04	1.77986E+01	-4.91882E+04	1.72824E+01	6.47127E+01	3.22770E-09
1.90000E+02	1.89986E+02	1.60000E+01	9.13658E+04	2.92516E+01	-4.52822E+04	1.69899E+01	7.02946E+01	1.66017E-09
1.90000E+02	1.89987E+02	1.70000E+01	9.32399E+04	1.83824E+01	-4.66082E+04	1.50460E+01	6.82948E+01	2.13634E-09
1.90000E+02	1.89986E+02	1.80000E+01	9.84589E+04	1.44027E+01	-5.05654E+04	3.68729E+01	6.29501E+01	-1.52829E-09
1.90000E+02	1.89987E+02	1.90000E+01	9.60555E+04	2.30695E+01	-4.86289E+04	1.11525E+01	6.54569E+01	7.12966E-09
1.90000E+02	1.89987E+02	2.00000E+01	9.34908E+04	2.22406E+01	-4.62863E+04	2.25169E+01	6.87697E+01	2.73456E-09
1.90000E+02	1.89987E+02	2.10000E+01	1.00607E+05	2.37908E+01	-5.18107E+04	1.98724E+01	6.14371E+01	8.84495E-10
