#Measurement:		CV
#Sensor type:		HPK_6in_256
#Invert polarity:		0
#Needle measurement:	0
#Identifier:		open_correction_small_steps
#Timestamp:		2.8.2017 21:17 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		0.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		50000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		
#VISA source:		Source_2410
#VISA DMM:		KEITHLEY_6487
#VISA LCR:		LCR_E4980
#HexPlot cmd:		HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\hex_positions_HPK_256ch_6inch_testcap.txt"
#HexPlot on matrix cmd:	HexPlot.exe -i "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.txt" -o  "C:\Users\Administrator\cernbox\HGCAL test results\Data\HPK_6in_256_open_correction_small_steps\HPK_6in_256_open_correction_small_steps_CV.pdf" -CV  -p HEX -ys 1  -select -250  -if SELECTOR:PADNUM:VAL -pn 0  -g "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\geo\switch_matrix.txt" -m "C:\Users\Administrator\Desktop\HGCAL_sensor_tests\maps\Probe_card_HPK_6in_256ch.txt" 
#Comments:		

#Voltage	#Channel	#Cp        	#Error      	#Tot. curr.	#Act. vlt.	#Time   	#Temp	#Hum.	#Cs        	#Error     	#Impedance 	#Error      	#Phase      	#Error     	#Cp uncorr.	#Cs uncorr.
#[V]    	#       	#[pF]      	#[pF]       	#[nA]      	#[V]      	#[s]    	#[C] 	#[%] 	#[pF]      	#[pF]      	#[Ohm]     	#[Ohm]      	#[Rad]      	#[Rad]     	#[pF]      	#[pF]      
100.0   	179     	4.567090E+1	4.688473E-7 	-1.58E+0   	99.97     	6045.12 	22.9 	45.9 	6.104989E+1	7.091549E-4	6.028203E+4	3.511885E-1 	-1.044997E+0	2.081666E-5	4.567090E+1	6.104989E+1
100.0   	180     	4.651754E+1	2.416631E-7 	-1.58E+0   	99.97     	6046.05 	22.9 	45.9 	6.301902E+1	3.487946E-4	5.879033E+4	3.511885E-1 	-1.033620E+0	1.000000E-5	4.651754E+1	6.301902E+1
100.0   	181     	4.580360E+1	8.366164E-7 	-1.80E+0   	99.97     	6046.95 	22.9 	45.9 	6.124267E+1	1.308848E-3	6.009983E+4	1.193035E+0 	-1.044780E+0	1.000000E-5	4.580360E+1	6.124267E+1
100.0   	182     	4.635286E+1	8.269787E-8 	-1.80E+0   	99.97     	6049.24 	22.9 	45.9 	6.235590E+1	1.037190E-3	5.920700E+4	5.196152E-1 	-1.039563E+0	1.527525E-5	4.635286E+1	6.235590E+1
100.0   	183     	4.412377E+1	5.328605E-7 	-1.80E+0   	99.97     	6050.15 	22.9 	45.9 	5.858357E+1	6.921521E-4	6.260743E+4	5.033223E-1 	-1.050873E+0	2.081666E-5	4.412377E+1	5.858357E+1
100.0   	184     	4.681693E+1	1.564154E-6 	-1.80E+0   	99.97     	6051.05 	22.9 	45.9 	6.301426E+1	8.415367E-4	5.860427E+4	1.171893E+0 	-1.039103E+0	1.154701E-5	4.681693E+1	6.301426E+1
100.0   	185     	4.551144E+1	1.400988E-6 	-1.80E+0   	99.97     	6051.96 	22.9 	45.9 	6.062345E+1	2.194494E-3	6.059957E+4	1.833939E+0 	-1.048033E+0	1.527525E-5	4.551144E+1	6.062345E+1
100.0   	186     	4.454012E+1	6.309765E-7 	-1.80E+0   	99.97     	6052.87 	22.9 	45.9 	5.923660E+1	8.128336E-4	6.196970E+4	9.643651E-1 	-1.049397E+0	5.773503E-6	4.454012E+1	5.923660E+1
100.0   	187     	4.585023E+1	1.798780E-6 	-1.80E+0   	99.97     	6053.77 	22.9 	45.9 	6.117163E+1	7.338797E-4	6.010413E+4	1.201388E+0 	-1.046660E+0	1.732051E-5	4.585023E+1	6.117163E+1
100.0   	188     	4.676428E+1	2.397940E-6 	-1.80E+0   	99.97     	6054.68 	22.9 	45.9 	6.299653E+1	7.771244E-4	5.864550E+4	1.276715E+0 	-1.038387E+0	2.081666E-5	4.676428E+1	6.299653E+1
100.0   	189     	4.756415E+1	2.809493E-8 	-1.80E+0   	99.97     	6055.60 	22.9 	45.9 	6.429332E+1	5.277105E-4	5.756087E+4	3.055050E-1 	-1.035497E+0	5.773503E-6	4.756415E+1	6.429332E+1
100.0   	190     	4.621145E+1	1.870490E-7 	-1.80E+0   	99.97     	6056.50 	22.9 	45.9 	6.177771E+1	1.084925E-3	5.957437E+4	7.371115E-1 	-1.044923E+0	1.154701E-5	4.621145E+1	6.177771E+1
100.0   	191     	4.590318E+1	1.631773E-7 	-1.96E+0   	99.97     	6057.40 	22.9 	45.9 	6.128290E+1	9.710077E-4	6.001490E+4	5.567764E-1 	-1.046087E+0	1.527525E-5	4.590318E+1	6.128290E+1
100.0   	192     	4.557784E+1	9.250990E-7 	-1.96E+0   	99.97     	6059.67 	22.9 	45.9 	6.083237E+1	1.207920E-3	6.045133E+4	1.222020E+0 	-1.046317E+0	5.773503E-6	4.557784E+1	6.083237E+1
100.0   	193     	4.634136E+1	2.427131E-6 	-1.96E+0   	99.97     	6060.60 	22.9 	45.9 	6.213726E+1	1.776285E-4	5.931843E+4	9.609024E-1 	-1.042350E+0	3.000000E-5	4.634136E+1	6.213726E+1
100.0   	194     	4.457260E+1	1.029347E-6 	-1.96E+0   	99.97     	6061.52 	22.9 	45.9 	5.959627E+1	4.874227E-4	6.175990E+4	6.557439E-1 	-1.044787E+0	2.309401E-5	4.457260E+1	5.959627E+1
100.0   	195     	4.820251E+1	7.669230E-7 	-1.96E+0   	99.97     	6062.43 	22.9 	45.9 	6.604148E+1	8.289338E-4	5.641660E+4	1.732051E-1 	-1.024263E+0	2.516611E-5	4.820251E+1	6.604148E+1
100.0   	196     	4.847893E+1	1.021914E-6 	-1.96E+0   	99.97     	6063.34 	22.9 	45.9 	6.644283E+1	5.678184E-4	5.608537E+4	8.020806E-1 	-1.023983E+0	1.154701E-5	4.847893E+1	6.644283E+1
100.0   	197     	4.828802E+1	3.390052E-7 	-1.96E+0   	99.97     	6064.24 	22.9 	45.9 	6.559724E+1	8.643410E-4	5.655717E+4	1.154701E-1 	-1.031323E+0	2.081666E-5	4.828802E+1	6.559724E+1
100.0   	198     	4.614527E+1	5.952849E-7 	-1.96E+0   	99.97     	6065.15 	22.9 	45.9 	6.205282E+1	3.831940E-3	5.948477E+4	2.218859E+0 	-1.039890E+0	4.358899E-5	4.614527E+1	6.205282E+1
100.0   	199     	4.801923E+1	1.152384E-6 	-1.96E+0   	99.97     	6066.05 	22.9 	45.9 	6.496139E+1	1.452241E-3	5.699213E+4	1.274101E+0 	-1.034810E+0	0.000000E+0	4.801923E+1	6.496139E+1
100.0   	200     	4.625974E+1	1.394018E-6 	-1.96E+0   	99.97     	6066.95 	22.9 	45.9 	6.204375E+1	1.203323E-3	5.941547E+4	1.301281E+0 	-1.042130E+0	1.000000E-5	4.625974E+1	6.204375E+1
100.0   	201     	4.800741E+1	1.988422E-6 	-1.42E+0   	99.97     	6067.86 	22.9 	45.9 	6.512615E+1	1.716850E-3	5.692700E+4	1.539480E+0 	-1.032477E+0	1.154701E-5	4.800741E+1	6.512615E+1
100.0   	202     	4.711177E+1	8.191045E-8 	-1.42E+0   	99.97     	6070.14 	22.9 	45.9 	6.369568E+1	8.212448E-4	5.810727E+4	5.507571E-1 	-1.035313E+0	5.773503E-6	4.711177E+1	6.369568E+1
100.0   	203     	4.626640E+1	6.545510E-7 	-1.42E+0   	99.97     	6071.04 	22.9 	45.9 	6.188974E+1	4.164486E-4	5.948507E+4	3.214550E-1 	-1.044387E+0	2.081666E-5	4.626640E+1	6.188974E+1
100.0   	204     	4.820574E+1	9.039174E-7 	-1.42E+0   	99.97     	6071.94 	22.9 	45.9 	6.563916E+1	6.275856E-4	5.658733E+4	8.082904E-1 	-1.029370E+0	1.000000E-5	4.820574E+1	6.563916E+1
100.0   	205     	4.833409E+1	3.855892E-7 	-1.42E+0   	99.97     	6072.85 	22.9 	45.9 	6.603637E+1	4.691695E-4	5.634193E+4	5.507571E-1 	-1.026573E+0	5.773503E-6	4.833409E+1	6.603637E+1
100.0   	206     	4.814974E+1	1.435959E-6 	-1.42E+0   	99.97     	6073.76 	22.9 	45.9 	6.580044E+1	1.720448E-3	5.655080E+4	1.345362E+0 	-1.026373E+0	1.527525E-5	4.814974E+1	6.580044E+1
100.0   	207     	4.750683E+1	3.044497E-7 	-1.42E+0   	99.97     	6074.66 	22.9 	45.9 	6.464733E+1	1.292664E-3	5.743767E+4	8.504901E-1 	-1.029887E+0	1.154701E-5	4.750683E+1	6.464733E+1
100.0   	208     	4.719413E+1	9.572625E-7 	-1.42E+0   	99.97     	6075.57 	22.9 	45.9 	6.439270E+1	1.367057E-3	5.774147E+4	1.050397E+0 	-1.027680E+0	1.732051E-5	4.719413E+1	6.439270E+1
100.0   	209     	4.511824E+1	1.269917E-7 	-1.42E+0   	99.97     	6076.48 	22.9 	45.9 	6.055854E+1	9.781884E-4	6.089567E+4	5.507571E-1 	-1.041483E+0	1.527525E-5	4.511824E+1	6.055854E+1
100.0   	210     	4.749875E+1	1.493257E-6 	-1.42E+0   	99.97     	6077.38 	22.9 	45.9 	6.451037E+1	1.169803E-3	5.750350E+4	1.216553E+0 	-1.031513E+0	1.154701E-5	4.749875E+1	6.451037E+1
100.0   	211     	4.800862E+1	1.195501E-6 	-1.85E+0   	99.97     	6078.29 	22.9 	45.9 	6.523539E+1	7.706531E-4	5.687860E+4	9.539392E-1 	-1.031097E+0	1.154701E-5	4.800862E+1	6.523539E+1
100.0   	212     	4.785324E+1	1.730557E-7 	-1.85E+0   	99.97     	6080.54 	22.9 	45.9 	6.505180E+1	5.655090E-4	5.705120E+4	3.000000E-1 	-1.030743E+0	1.154701E-5	4.785324E+1	6.505180E+1
100.0   	213     	4.855642E+1	1.511542E-6 	-1.85E+0   	99.97     	6081.45 	22.9 	45.9 	6.620962E+1	1.010563E-3	5.613920E+4	1.053565E+0 	-1.028203E+0	1.527525E-5	4.855642E+1	6.620962E+1
100.0   	214     	4.801019E+1	2.585629E-7 	-1.85E+0   	99.97     	6082.35 	22.9 	45.9 	6.559596E+1	1.031600E-3	5.672113E+4	5.507571E-1 	-1.026547E+0	1.527525E-5	4.801019E+1	6.559596E+1
100.0   	215     	4.662741E+1	4.104895E-7 	-1.85E+0   	99.97     	6083.25 	22.9 	45.9 	6.277468E+1	7.124250E-4	5.883520E+4	5.196152E-1 	-1.038893E+0	1.527525E-5	4.662741E+1	6.277468E+1
100.0   	216     	4.712745E+1	1.418314E-8 	-1.85E+0   	99.97     	6084.16 	22.9 	45.9 	6.370379E+1	7.232279E-4	5.809390E+4	2.645751E-1 	-1.035487E+0	1.154701E-5	4.712745E+1	6.370379E+1
100.0   	217     	4.691183E+1	8.243715E-7 	-1.85E+0   	99.97     	6085.08 	22.9 	45.9 	6.299961E+1	1.208419E-3	5.855177E+4	8.736895E-1 	-1.041027E+0	2.081666E-5	4.691183E+1	6.299961E+1
100.0   	218     	4.731122E+1	4.506805E-7 	-1.85E+0   	99.97     	6085.98 	22.9 	45.9 	6.396231E+1	7.746219E-4	5.786367E+4	7.371115E-1 	-1.035353E+0	5.773503E-6	4.731122E+1	6.396231E+1
100.0   	219     	4.902609E+1	6.567331E-7 	-1.85E+0   	99.97     	6086.89 	22.9 	45.9 	6.740832E+1	8.596893E-4	5.537067E+4	5.686241E-1 	-1.021360E+0	1.732051E-5	4.902609E+1	6.740832E+1
100.0   	220     	4.957413E+1	2.022306E-6 	-1.85E+0   	99.97     	6087.79 	22.9 	45.9 	6.906720E+1	6.653916E-4	5.439847E+4	1.040833E+0 	-1.010713E+0	1.527525E-5	4.957413E+1	6.906720E+1
100.0   	221     	4.763473E+1	2.832968E-7 	-2.37E+0   	99.97     	6088.70 	22.9 	45.9 	6.515583E+1	1.935050E-3	5.713623E+4	1.167619E+0 	-1.025623E+0	1.527525E-5	4.763473E+1	6.515583E+1
100.0   	222     	4.641613E+1	7.524964E-7 	-2.37E+0   	99.97     	6090.95 	22.9 	45.9 	6.271699E+1	1.541047E-3	5.899607E+4	1.171893E+0 	-1.035827E+0	1.527525E-5	4.641613E+1	6.271699E+1
100.0   	223     	4.889339E+1	3.158396E-7 	-2.37E+0   	99.97     	6091.85 	22.9 	45.9 	6.684530E+1	8.257093E-5	5.567877E+4	3.055050E-1 	-1.026020E+0	1.000000E-5	4.889339E+1	6.684530E+1
100.0   	224     	4.697203E+1	1.831038E-6 	-2.37E+0   	99.97     	6092.75 	22.9 	45.9 	6.293686E+1	1.746559E-3	5.854340E+4	1.571623E+0 	-1.042977E+0	1.527525E-5	4.697203E+1	6.293686E+1
100.0   	225     	4.828317E+1	1.813591E-7 	-2.37E+0   	99.97     	6093.66 	22.9 	45.9 	6.596201E+1	1.282764E-3	5.640340E+4	7.549834E-1 	-1.026633E+0	1.154701E-5	4.828317E+1	6.596201E+1
100.0   	226     	4.770735E+1	1.770678E-8 	-2.37E+0   	99.97     	6094.57 	22.9 	45.9 	6.495922E+1	4.251549E-4	5.717907E+4	2.081666E-1 	-1.029387E+0	5.773503E-6	4.770735E+1	6.495922E+1
100.0   	227     	4.821733E+1	3.275652E-7 	-2.37E+0   	99.97     	6095.48 	22.9 	45.9 	6.579567E+1	2.343333E-4	5.651320E+4	3.000000E-1 	-1.027593E+0	1.154701E-5	4.821733E+1	6.579567E+1
100.0   	228     	4.786843E+1	4.261411E-7 	-2.37E+0   	99.97     	6096.38 	22.9 	45.9 	6.529696E+1	2.456540E-3	5.693497E+4	1.457166E+0 	-1.027880E+0	2.000000E-5	4.786843E+1	6.529696E+1
100.0   	229     	4.891781E+1	9.538519E-7 	-2.37E+0   	99.97     	6097.29 	22.9 	45.9 	6.743885E+1	9.507641E-4	5.541937E+4	3.214550E-1 	-1.019190E+0	2.645751E-5	4.891781E+1	6.743885E+1
100.0   	230     	4.944178E+1	2.453907E-6 	-2.37E+0   	99.97     	6098.19 	22.9 	45.9 	6.815535E+1	1.320797E-3	5.483440E+4	1.400000E+0 	-1.019260E+0	1.000000E-5	4.944178E+1	6.815535E+1
100.0   	231     	4.847525E+1	3.631745E-8 	-1.59E+0   	99.97     	6099.10 	22.9 	45.9 	6.647449E+1	1.825821E-3	5.607413E+4	8.621678E-1 	-1.023530E+0	2.000000E-5	4.847525E+1	6.647449E+1
100.0   	232     	4.804513E+1	8.485445E-7 	-1.59E+0   	99.97     	6101.35 	22.9 	45.9 	6.540603E+1	1.301303E-3	5.678277E+4	3.785939E-1 	-1.029553E+0	3.055050E-5	4.804513E+1	6.540603E+1
100.0   	233     	4.745394E+1	2.654738E-6 	-1.59E+0   	99.97     	6102.25 	22.9 	45.9 	6.481399E+1	1.339654E-3	5.739573E+4	1.457166E+0 	-1.026827E+0	2.081666E-5	4.745394E+1	6.481399E+1
100.0   	234     	4.865790E+1	1.861287E-6 	-1.59E+0   	99.97     	6103.16 	22.9 	45.9 	6.710477E+1	1.695966E-3	5.570533E+4	1.258306E+0 	-1.018897E+0	2.309401E-5	4.865790E+1	6.710477E+1
100.0   	235     	4.987808E+1	9.920526E-7 	-1.59E+0   	99.97     	6104.08 	22.9 	45.9 	6.885965E+1	2.743600E-3	5.431413E+4	1.563117E+0 	-1.018047E+0	2.081666E-5	4.987808E+1	6.885965E+1
100.0   	236     	4.085423E+1	2.077350E-6 	-1.59E+0   	99.97     	6104.98 	22.9 	45.9 	5.297684E+1	1.844913E-3	6.842087E+4	2.369247E+0 	-1.072010E+0	1.000000E-5	4.085423E+1	5.297684E+1
100.0   	237     	4.191988E+1	4.025591E-8 	-1.59E+0   	99.97     	6105.89 	22.9 	45.9 	5.484844E+1	7.107434E-4	6.638317E+4	3.214550E-1 	-1.063857E+0	1.527525E-5	4.191988E+1	5.484844E+1
100.0   	238     	4.572045E+1	2.415047E-6 	-1.59E+0   	99.97     	6106.79 	22.9 	45.9 	6.116962E+1	8.130870E-4	6.019037E+4	6.429101E-1 	-1.044243E+0	4.041452E-5	4.572045E+1	6.116962E+1
100.0   	239     	4.721028E+1	1.278665E-6 	-1.59E+0   	99.97     	6107.70 	22.9 	45.9 	6.423992E+1	1.080223E-3	5.780020E+4	1.126943E+0 	-1.029937E+0	1.154701E-5	4.721028E+1	6.423992E+1
100.0   	240     	5.579448E+1	4.537127E-6 	-1.59E+0   	99.97     	6108.60 	22.9 	45.9 	1.226772E+2	4.278959E-3	3.847447E+4	1.059874E+0 	-7.401437E-1	2.196209E-5	5.579448E+1	1.226772E+2
100.0   	241     	5.440757E+1	1.980237E-6 	-2.18E+0   	99.97     	6109.50 	22.9 	45.9 	6.786258E+1	9.910800E-4	5.238480E+4	1.058301E+0 	-1.109317E+0	1.154701E-5	5.440757E+1	6.786258E+1
100.0   	242     	5.906339E+1	1.968275E-6 	-2.18E+0   	99.97     	6111.75 	22.9 	45.9 	7.259034E+1	2.246801E-3	4.861290E+4	1.228821E+0 	-1.124443E+0	2.309401E-5	5.906339E+1	7.259034E+1
100.0   	243     	6.499534E+1	1.184287E-6 	-2.18E+0   	99.97     	6112.65 	22.9 	45.9 	7.920110E+1	9.825275E-4	4.436530E+4	6.082763E-1 	-1.133477E+0	1.154701E-5	6.499534E+1	7.920110E+1
100.0   	244     	7.393426E+1	1.657724E-7 	-2.18E+0   	99.97     	6113.57 	22.9 	45.9 	9.001499E+1	1.239778E-3	3.901843E+4	3.511885E-1 	-1.134413E+0	1.154701E-5	7.393426E+1	9.001499E+1
100.0   	245     	9.008550E+1	2.132682E-6 	-2.18E+0   	99.97     	6114.48 	22.9 	45.9 	1.122202E+2	1.502618E-3	3.165827E+4	4.618802E-1 	-1.110603E+0	5.773503E-6	9.008550E+1	1.122202E+2
100.0   	246     	9.786963E+1	5.844922E-7 	-2.18E+0   	99.97     	6115.38 	22.9 	45.9 	1.247297E+2	1.943803E-3	2.880987E+4	3.214550E-1 	-1.088230E+0	1.000000E-5	9.786963E+1	1.247297E+2
100.0   	247     	1.145008E+2	2.170020E-6 	-2.18E+0   	99.97     	6116.30 	22.9 	45.9 	1.614009E+2	1.989801E-4	2.341493E+4	1.527525E-1 	-1.001480E+0	1.000000E-5	1.145008E+2	1.614009E+2
100.0   	248     	1.246752E+2	2.288132E-6 	-2.18E+0   	99.97     	6117.23 	22.9 	45.9 	2.797731E+2	1.400138E-3	1.704343E+4	1.154701E-1 	-7.309203E-1	5.686241E-6	1.246752E+2	2.797731E+2
110.0   	1       	4.024100E+1	5.779016E-7 	9.49E+0    	109.97    	6138.67 	22.9 	45.9 	5.206740E+1	1.085749E-3	6.953970E+4	8.544004E-1 	-1.074027E+0	2.886751E-5	4.024100E+1	5.206740E+1
110.0   	2       	3.980459E+1	4.012574E-7 	9.24E+0    	109.97    	6140.87 	22.9 	45.9 	5.132778E+1	1.445544E-3	7.042183E+4	1.550269E+0 	-1.077177E+0	1.154701E-5	3.980459E+1	5.132778E+1
110.0   	3       	3.932709E+1	2.123609E-7 	8.26E+0    	109.97    	6143.12 	22.9 	45.9 	5.068806E+1	7.479212E-4	7.129373E+4	9.237604E-1 	-1.077617E+0	5.773503E-6	3.932709E+1	5.068806E+1
110.0   	4       	4.290931E+1	4.381554E-7 	7.81E+0    	109.97    	6145.39 	22.9 	45.9 	5.627194E+1	1.171248E-3	6.477813E+4	1.050397E+0 	-1.061797E+0	1.527525E-5	4.290931E+1	5.627194E+1
110.0   	5       	4.059294E+1	3.830337E-7 	6.80E+0    	109.97    	6147.65 	22.9 	45.9 	5.262693E+1	1.378132E-3	6.886853E+4	6.658328E-1 	-1.072203E+0	3.511885E-5	4.059294E+1	5.262693E+1
110.0   	6       	4.181210E+1	5.334517E-8 	6.78E+0    	109.97    	6149.89 	22.9 	45.9 	5.449964E+1	6.335914E-4	6.668103E+4	5.686241E-1 	-1.067297E+0	5.773503E-6	4.181210E+1	5.449964E+1
110.0   	7       	4.229716E+1	6.482825E-7 	5.92E+0    	109.97    	6152.14 	22.9 	45.9 	5.533778E+1	1.556147E-4	6.579360E+4	7.000000E-1 	-1.063927E+0	1.527525E-5	4.229716E+1	5.533778E+1
110.0   	8       	4.335488E+1	2.414325E-7 	5.79E+0    	109.97    	6154.39 	22.9 	45.9 	5.701752E+1	1.910010E-3	6.402167E+4	1.415392E+0 	-1.059267E+0	2.081666E-5	4.335488E+1	5.701752E+1
110.0   	9       	4.168692E+1	1.384872E-7 	5.46E+0    	109.97    	6156.65 	22.9 	45.9 	5.438943E+1	1.322993E-3	6.684870E+4	9.539392E-1 	-1.066413E+0	2.081666E-5	4.168692E+1	5.438943E+1
110.0   	10      	4.310840E+1	4.027454E-7 	5.31E+0    	109.97    	6158.90 	22.9 	45.9 	5.666834E+1	4.388311E-4	6.440193E+4	6.658328E-1 	-1.059660E+0	1.000000E-5	4.310840E+1	5.666834E+1
110.0   	11      	4.299751E+1	7.371763E-7 	4.64E+0    	109.97    	6161.15 	22.9 	45.9 	5.646833E+1	1.397472E-3	6.459903E+4	1.242310E+0 	-1.060517E+0	2.081666E-5	4.299751E+1	5.646833E+1
110.0   	12      	4.144004E+1	1.780972E-7 	4.64E+0    	109.97    	6163.40 	22.9 	45.9 	5.383883E+1	7.320443E-4	6.738950E+4	7.810250E-1 	-1.070267E+0	5.773503E-6	4.144004E+1	5.383883E+1
110.0   	13      	4.136870E+1	5.762687E-7 	4.64E+0    	109.97    	6164.30 	22.9 	45.9 	5.371423E+1	1.946280E-4	6.752577E+4	5.033223E-1 	-1.070810E+0	2.000000E-5	4.136870E+1	5.371423E+1
110.0   	14      	4.240794E+1	2.790093E-7 	4.64E+0    	109.97    	6165.20 	22.9 	45.9 	5.556691E+1	4.052862E-4	6.557200E+4	5.196152E-1 	-1.062563E+0	1.154701E-5	4.240794E+1	5.556691E+1
110.0   	15      	4.342466E+1	3.384960E-7 	4.64E+0    	109.97    	6166.12 	22.9 	45.9 	5.699869E+1	8.895943E-4	6.398077E+4	9.073772E-1 	-1.060997E+0	5.773503E-6	4.342466E+1	5.699869E+1
110.0   	16      	4.171161E+1	2.997118E-7 	4.64E+0    	109.97    	6167.05 	22.9 	45.9 	5.444087E+1	5.460087E-4	6.679733E+4	7.505553E-1 	-1.066093E+0	5.773503E-6	4.171161E+1	5.444087E+1
110.0   	17      	4.019985E+1	4.390183E-8 	4.64E+0    	109.97    	6167.95 	22.9 	45.9 	5.208838E+1	5.851329E-4	6.956127E+4	5.686241E-1 	-1.072713E+0	5.773503E-6	4.019985E+1	5.208838E+1
110.0   	18      	4.070789E+1	6.176069E-7 	4.64E+0    	109.97    	6168.85 	22.9 	45.9 	5.289091E+1	5.330012E-4	6.859940E+4	3.605551E-1 	-1.070210E+0	2.645751E-5	4.070789E+1	5.289091E+1
110.0   	19      	4.295068E+1	2.758500E-7 	4.64E+0    	109.97    	6169.75 	22.9 	45.9 	5.635597E+1	9.168266E-4	6.469863E+4	9.073772E-1 	-1.061323E+0	5.773503E-6	4.295068E+1	5.635597E+1
110.0   	20      	4.067027E+1	3.413374E-6 	4.64E+0    	109.97    	6170.66 	22.9 	45.9 	5.266357E+1	1.784183E-3	6.877910E+4	2.722132E+0 	-1.073313E+0	1.154701E-5	4.067027E+1	5.266357E+1
110.0   	21      	4.193951E+1	1.458604E-6 	4.38E+0    	109.97    	6171.59 	22.9 	45.9 	5.470107E+1	4.960196E-4	6.645697E+4	8.962886E-1 	-1.066710E+0	3.000000E-5	4.193951E+1	5.470107E+1
110.0   	22      	4.413930E+1	1.050024E-6 	4.38E+0    	109.97    	6173.84 	22.9 	45.9 	5.807913E+1	1.065150E-3	6.286767E+4	1.250333E+0 	-1.058807E+0	1.154701E-5	4.413930E+1	5.807913E+1
110.0   	23      	4.284608E+1	2.210910E-7 	4.38E+0    	109.97    	6174.74 	22.9 	45.9 	5.607232E+1	4.043016E-4	6.494120E+4	4.358899E-1 	-1.063663E+0	1.154701E-5	4.284608E+1	5.607232E+1
110.0   	24      	4.096379E+1	1.250515E-6 	4.38E+0    	109.97    	6175.65 	22.9 	45.9 	5.306074E+1	5.790617E-4	6.827527E+4	1.301281E+0 	-1.073017E+0	1.527525E-5	4.096379E+1	5.306074E+1
110.0   	25      	4.369287E+1	2.863108E-8 	4.38E+0    	109.97    	6176.55 	22.9 	45.9 	5.750659E+1	1.022352E-3	6.350180E+4	6.082763E-1 	-1.058577E+0	1.527525E-5	4.369287E+1	5.750659E+1
110.0   	26      	4.145192E+1	1.883439E-6 	4.38E+0    	109.97    	6177.45 	22.9 	45.9 	5.395137E+1	2.122377E-3	6.730953E+4	2.437895E+0 	-1.068623E+0	5.773503E-6	4.145192E+1	5.395137E+1
110.0   	27      	4.281623E+1	1.828887E-9 	4.38E+0    	109.97    	6178.38 	22.9 	45.9 	5.622292E+1	9.161059E-4	6.487677E+4	5.033223E-1 	-1.060633E+0	1.527525E-5	4.281623E+1	5.622292E+1
110.0   	28      	4.234995E+1	3.898043E-7 	4.38E+0    	109.97    	6179.28 	22.9 	45.9 	5.552867E+1	1.147400E-3	6.563947E+4	1.159023E+0 	-1.061953E+0	5.773503E-6	4.234995E+1	5.552867E+1
110.0   	29      	4.185700E+1	4.944771E-7 	4.38E+0    	109.97    	6180.20 	22.9 	45.9 	5.466810E+1	2.199522E-4	6.654250E+4	6.928203E-1 	-1.065473E+0	1.154701E-5	4.185700E+1	5.466810E+1
110.0   	30      	4.221341E+1	1.587921E-6 	4.38E+0    	109.97    	6181.10 	22.9 	45.9 	5.516616E+1	1.061800E-3	6.596120E+4	1.345362E+0 	-1.064940E+0	2.645751E-5	4.221341E+1	5.516616E+1
110.0   	31      	4.280190E+1	1.028490E-7 	4.23E+0    	109.97    	6182.00 	22.9 	45.9 	5.613066E+1	3.235465E-4	6.494093E+4	1.154701E-1 	-1.061803E+0	1.154701E-5	4.280190E+1	5.613066E+1
110.0   	32      	4.118867E+1	7.153192E-8 	4.23E+0    	109.97    	6184.25 	22.9 	45.9 	5.354664E+1	7.334664E-4	6.777900E+4	6.244998E-1 	-1.069680E+0	1.000000E-5	4.118867E+1	5.354664E+1
110.0   	33      	4.113327E+1	2.177652E-7 	4.23E+0    	109.97    	6185.15 	22.9 	45.9 	5.347638E+1	7.434447E-4	6.786917E+4	7.767453E-1 	-1.069650E+0	1.000000E-5	4.113327E+1	5.347638E+1
110.0   	34      	4.216064E+1	8.425559E-8 	4.23E+0    	109.97    	6186.06 	22.9 	45.9 	5.494183E+1	1.132407E-3	6.613707E+4	8.504901E-1 	-1.067497E+0	1.527525E-5	4.216064E+1	5.494183E+1
110.0   	35      	4.221051E+1	1.813742E-7 	4.23E+0    	109.97    	6186.97 	22.9 	45.9 	5.499167E+1	4.165440E-4	6.606803E+4	5.507571E-1 	-1.067747E+0	5.773503E-6	4.221051E+1	5.499167E+1
110.0   	36      	4.451312E+1	9.890434E-7 	4.23E+0    	109.97    	6187.88 	22.9 	45.9 	5.873188E+1	6.537833E-4	6.225427E+4	6.506407E-1 	-1.056373E+0	2.516611E-5	4.451312E+1	5.873188E+1
